00:01:00, 1, fruit
00:02:00, 1, fruit
00:02:00, 2, dairy
00:03:00, 1, fruit
00:03:00, 2, dairy
00:03:00, 3, dairy
00:04:00, 1, checkout
00:04:00, 2, dairy
00:04:00, 3, dairy
00:04:00, 4, dairy
00:05:00, 2, dairy
00:05:00, 3, checkout
00:05:00, 4, dairy
00:05:00, 5, dairy
00:06:00, 2, dairy
00:06:00, 4, dairy
00:06:00, 5, dairy
00:06:00, 6, dairy
00:07:00, 2, dairy
00:07:00, 4, dairy
00:07:00, 5, dairy
00:07:00, 6, dairy
00:07:00, 7, dairy
00:08:00, 2, dairy
00:08:00, 4, fruit
00:08:00, 5, dairy
00:08:00, 6, dairy
00:08:00, 7, dairy
00:08:00, 8, drinks
00:09:00, 2, dairy
00:09:00, 4, fruit
00:09:00, 5, checkout
00:09:00, 6, dairy
00:09:00, 7, dairy
00:09:00, 8, drinks
00:09:00, 9, spices
00:10:00, 2, dairy
00:10:00, 4, fruit
00:10:00, 6, dairy
00:10:00, 7, dairy
00:10:00, 8, checkout
00:10:00, 9, spices
00:10:00, 10, drinks
00:11:00, 2, dairy
00:11:00, 4, checkout
00:11:00, 6, dairy
00:11:00, 7, dairy
00:11:00, 9, checkout
00:11:00, 10, fruit
00:11:00, 11, fruit
00:12:00, 2, dairy
00:12:00, 6, dairy
00:12:00, 7, dairy
00:12:00, 10, fruit
00:12:00, 11, fruit
00:12:00, 12, dairy
00:13:00, 2, dairy
00:13:00, 6, drinks
00:13:00, 7, dairy
00:13:00, 10, fruit
00:13:00, 11, fruit
00:13:00, 12, dairy
00:13:00, 13, drinks
00:14:00, 2, dairy
00:14:00, 6, drinks
00:14:00, 7, dairy
00:14:00, 10, fruit
00:14:00, 11, fruit
00:14:00, 12, dairy
00:14:00, 13, checkout
00:14:00, 14, drinks
00:15:00, 2, dairy
00:15:00, 6, drinks
00:15:00, 7, dairy
00:15:00, 10, fruit
00:15:00, 11, fruit
00:15:00, 12, dairy
00:15:00, 14, drinks
00:15:00, 15, fruit
00:16:00, 2, dairy
00:16:00, 6, fruit
00:16:00, 7, dairy
00:16:00, 10, fruit
00:16:00, 11, fruit
00:16:00, 12, dairy
00:16:00, 14, drinks
00:16:00, 15, fruit
00:16:00, 16, spices
00:17:00, 2, dairy
00:17:00, 6, checkout
00:17:00, 7, dairy
00:17:00, 10, checkout
00:17:00, 11, dairy
00:17:00, 12, dairy
00:17:00, 14, drinks
00:17:00, 15, checkout
00:17:00, 16, spices
00:17:00, 17, fruit
00:18:00, 2, dairy
00:18:00, 7, checkout
00:18:00, 11, dairy
00:18:00, 12, dairy
00:18:00, 14, drinks
00:18:00, 16, spices
00:18:00, 17, checkout
00:18:00, 18, fruit
00:19:00, 2, dairy
00:19:00, 11, spices
00:19:00, 12, dairy
00:19:00, 14, drinks
00:19:00, 16, drinks
00:19:00, 18, fruit
00:19:00, 19, spices
00:20:00, 2, dairy
00:20:00, 11, spices
00:20:00, 12, dairy
00:20:00, 14, drinks
00:20:00, 16, spices
00:20:00, 18, fruit
00:20:00, 19, checkout
00:20:00, 20, dairy
00:21:00, 2, dairy
00:21:00, 11, spices
00:21:00, 12, dairy
00:21:00, 14, drinks
00:21:00, 16, spices
00:21:00, 18, checkout
00:21:00, 20, dairy
00:21:00, 21, checkout
00:22:00, 2, dairy
00:22:00, 11, dairy
00:22:00, 12, drinks
00:22:00, 14, drinks
00:22:00, 16, spices
00:22:00, 20, dairy
00:22:00, 22, dairy
00:23:00, 2, dairy
00:23:00, 11, dairy
00:23:00, 12, drinks
00:23:00, 14, drinks
00:23:00, 16, dairy
00:23:00, 20, dairy
00:23:00, 22, checkout
00:23:00, 23, dairy
00:24:00, 2, dairy
00:24:00, 11, dairy
00:24:00, 12, drinks
00:24:00, 14, checkout
00:24:00, 16, dairy
00:24:00, 20, dairy
00:24:00, 23, spices
00:24:00, 24, fruit
00:25:00, 2, dairy
00:25:00, 11, dairy
00:25:00, 12, drinks
00:25:00, 16, dairy
00:25:00, 20, dairy
00:25:00, 23, checkout
00:25:00, 24, fruit
00:25:00, 25, fruit
00:26:00, 2, dairy
00:26:00, 11, dairy
00:26:00, 12, drinks
00:26:00, 16, dairy
00:26:00, 20, dairy
00:26:00, 24, fruit
00:26:00, 25, fruit
00:26:00, 26, dairy
00:27:00, 2, dairy
00:27:00, 11, dairy
00:27:00, 12, drinks
00:27:00, 16, dairy
00:27:00, 20, dairy
00:27:00, 24, fruit
00:27:00, 25, checkout
00:27:00, 26, dairy
00:27:00, 27, dairy
00:28:00, 2, dairy
00:28:00, 11, dairy
00:28:00, 12, drinks
00:28:00, 16, dairy
00:28:00, 20, dairy
00:28:00, 24, fruit
00:28:00, 26, dairy
00:28:00, 27, dairy
00:28:00, 28, dairy
00:29:00, 2, dairy
00:29:00, 11, dairy
00:29:00, 12, drinks
00:29:00, 16, dairy
00:29:00, 20, dairy
00:29:00, 24, fruit
00:29:00, 26, dairy
00:29:00, 27, drinks
00:29:00, 28, dairy
00:29:00, 29, spices
00:30:00, 2, drinks
00:30:00, 11, checkout
00:30:00, 12, drinks
00:30:00, 16, dairy
00:30:00, 20, dairy
00:30:00, 24, fruit
00:30:00, 26, dairy
00:30:00, 27, drinks
00:30:00, 28, dairy
00:30:00, 29, spices
00:30:00, 30, dairy
00:31:00, 2, drinks
00:31:00, 12, drinks
00:31:00, 16, dairy
00:31:00, 20, dairy
00:31:00, 24, fruit
00:31:00, 26, dairy
00:31:00, 27, drinks
00:31:00, 28, dairy
00:31:00, 29, fruit
00:31:00, 30, dairy
00:31:00, 31, drinks
00:32:00, 2, fruit
00:32:00, 12, drinks
00:32:00, 16, dairy
00:32:00, 20, dairy
00:32:00, 24, fruit
00:32:00, 26, dairy
00:32:00, 27, drinks
00:32:00, 28, checkout
00:32:00, 29, fruit
00:32:00, 30, dairy
00:32:00, 31, drinks
